Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,eimeria_identification,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,replicate,Sample_ID,dna_quantification,eimeria_qpcr
SRR9279900,AMPLICON,500,137759,PRJNA548431,SAMN12027084,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",176692,HUMBOLDT UNIVERSITY BERLIN,2015,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria vermiformis,Gastrointestinal tract,Cecum,Tissue,SRX6049787,Germany,Europe,Germany:Brandenburg,Mus musculus,Illumina MiSeq,52.7339 N 13.6664 E,SK-3127-CE_S235,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-12T15:01:00Z,1,SK_3127_CE,SRP201188,,,,
SRR9279901,AMPLICON,501,9590281,PRJNA548431,SAMN12027082,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",6972999,HUMBOLDT UNIVERSITY BERLIN,2015,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria vermiformis,Gastrointestinal tract,Cecum,Tissue,SRX6049786,Germany,Europe,Germany:Brandenburg,Mus musculus,Illumina MiSeq,49.06638889 N 12.38361111 E,SK-3027-CE_S236,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-12T15:01:00Z,1,SK_3027_CE,SRP201188,,,538,
SRR9279902,AMPLICON,501,12196716,PRJNA548431,SAMN12027047,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",8821725,HUMBOLDT UNIVERSITY BERLIN,2016,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria falciformis,Gastrointestinal tract,Cecum,Tissue,SRX6049785,Germany,Europe,Germany:Brandenburg,Mus musculus,Illumina MiSeq,52.2678 N 13.84 E,AA-0082-CE_S237,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-12T15:01:00Z,1,AA_0082_CE,SRP201188,,,260,-0.35
SRR9279903,AMPLICON,500,1569744,PRJNA548431,SAMN12027072,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",1176809,HUMBOLDT UNIVERSITY BERLIN,2017,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria falciformis,Gastrointestinal tract,Cecum,Tissue,SRX6049784,Germany,Europe,Germany:Brandenburg,Mus musculus,Illumina MiSeq,52.0172 N 14.1442 E,AA-0408-CE_S238,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-12T15:01:00Z,1,AA_0408_CE,SRP201188,,,,-9.07
SRR9279904,AMPLICON,501,12902085,PRJNA548431,SAMN12027079,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",9410227,HUMBOLDT UNIVERSITY BERLIN,2015,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria falciformis,Gastrointestinal tract,Colon,Content,SRX6049783,Germany,Europe,Germany:Brandenburg,Mus musculus,Illumina MiSeq,49.67722222 N 12.245 E,SK-2996_S239,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-12T15:01:00Z,1,SK_2996,SRP201188,,,,
SRR9279905,AMPLICON,501,2219524,PRJNA548431,SAMN12027053,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",1579920,HUMBOLDT UNIVERSITY BERLIN,2016,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria vermiformis,Gastrointestinal tract,Ileum,Tissue,SRX6049782,Germany,Europe,Germany:Brandenburg,Mus musculus,Illumina MiSeq,53.1164 N 13.7731 E,AA-0140-IL_S240,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-12T15:01:00Z,1,AA_0140_IL,SRP201188,,,190,-2.59
SRR9279906,AMPLICON,501,3230737,PRJNA548431,SAMN12027083,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",2437447,HUMBOLDT UNIVERSITY BERLIN,2015,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria vermiformis,Gastrointestinal tract,Colon,Content,SRX6049781,Germany,Europe,Germany:Brandenburg,Mus musculus,Illumina MiSeq,49.59527778 N 12.29416667 E,SK-3033_S241,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-12T15:01:00Z,1,SK_3033,SRP201188,,,,
SRR9326400,AMPLICON,600,34068330,PRJNA548431,SAMN12092151,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",22368869,HUMBOLDT UNIVERSITY BERLIN,2012,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria alorani,Gastrointestinal tract,Faeces,missing,SRX6093498,Poland,Europe,Poland:Gierzwald,Apodemus agrarius,Illumina MiSeq,53.54125 N 20.104117 E,64AA-PL-chip3_S97,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:24:00Z,1,64AA-PL-chip3,SRP201188,Technical replicate 1,64AA-PL-chip3,,
SRR9326401,AMPLICON,600,44123396,PRJNA548431,SAMN12092152,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",29447660,HUMBOLDT UNIVERSITY BERLIN,2012,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria alorani,Gastrointestinal tract,Faeces,missing,SRX6093497,Poland,Europe,Poland:Gierzwald,Apodemus agrarius,Illumina MiSeq,53.54125 N 20.104117 E,64AA-PL-chip4_S160,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:24:00Z,1,64AA-PL-chip4,SRP201188,Technical replicate 2,64AA-PL-chip4,,
SRR9326402,AMPLICON,600,107785686,PRJNA548431,SAMN12092149,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",69871344,HUMBOLDT UNIVERSITY BERLIN,2013,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria alorani,Gastrointestinal tract,Faeces,missing,SRX6093496,Hungary,Europe,Hungary:Debrecen,Apodemus agrarius,Illumina MiSeq,47.453183 N 21.67965 E,4HU3AA-chip3_S137,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:24:00Z,1,4HU3AA-chip3,SRP201188,Technical replicate 1,4HU3AA-chip3,,
SRR9326403,AMPLICON,600,84777544,PRJNA548431,SAMN12092150,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",55407848,HUMBOLDT UNIVERSITY BERLIN,2013,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria alorani,Gastrointestinal tract,Faeces,missing,SRX6093495,Hungary,Europe,Hungary:Debrecen,Apodemus agrarius,Illumina MiSeq,47.453183 N 21.67965 E,4HU3AA-chip4_S183,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:24:00Z,1,4HU3AA-chip4,SRP201188,Technical replicate 2,4HU3AA-chip4,,
SRR9326405,AMPLICON,600,60146792,PRJNA548431,SAMN12092156,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",38201786,HUMBOLDT UNIVERSITY BERLIN,2009,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria apionodes,Gastrointestinal tract,Faeces,missing,SRX6093493,Czech Republic,Europe,Czech Republic:Struzna,Apodemus flavicollis,Illumina MiSeq,50.184783 N 12.995833 E,AF15D-chip4_S169,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:25:00Z,1,AF15D-chip4,SRP201188,Technical replicate 2,AF15D-chip4,,
SRR9326406,AMPLICON,600,166691621,PRJNA548431,SAMN12092153,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",108397717,HUMBOLDT UNIVERSITY BERLIN,2012,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria alorani,Gastrointestinal tract,Faeces,missing,SRX6093492,Poland,Europe,Poland:Gierzwald,Apodemus agrarius,Illumina MiSeq,53.54125 N 20.104117 E,81AA-PL-chip3_S104,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:25:00Z,1,81AA-PL-chip3,SRP201188,Technical replicate 1,81AA-PL-chip3,,
SRR9326411,AMPLICON,600,85333542,PRJNA548431,SAMN12092067,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",55037261,HUMBOLDT UNIVERSITY BERLIN,2009,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria alorani,Gastrointestinal tract,Faeces,missing,SRX6093487,Slovakia,Europe,Slovakia:Rozhanovce,Apodemus agrarius,Illumina MiSeq,48.754567 N 21.3766 E,21649AA-chip3_S121,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:26:00Z,1,21649AA-chip3,SRP201188,Technical replicate 1,21649AA-chip3,,
SRR9326413,AMPLICON,600,41797121,PRJNA548431,SAMN12092062,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",27659121,HUMBOLDT UNIVERSITY BERLIN,2008,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria apionodes,Gastrointestinal tract,Faeces,missing,SRX6093485,Slovakia,Europe,Slovakia:Rozhanovce,Apodemus flavicollis,Illumina MiSeq,48.754567 N 21.3766 E,21338AF-chip4_S184,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:26:00Z,1,21338AF-chip4,SRP201188,Technical replicate 2,21338AF-chip4,,
SRR9326414,AMPLICON,600,51511731,PRJNA548431,SAMN12092061,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",32460507,HUMBOLDT UNIVERSITY BERLIN,2008,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria apionodes,Gastrointestinal tract,Faeces,missing,SRX6093484,Slovakia,Europe,Slovakia:Rozhanovce,Apodemus flavicollis,Illumina MiSeq,48.754567 N 21.3766 E,21338AF-chip3_S105,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:26:00Z,1,21338AF-chip3,SRP201188,Technical replicate 1,21338AF-chip3,,
SRR9326419,AMPLICON,600,71799808,PRJNA548431,SAMN12092064,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",47310854,HUMBOLDT UNIVERSITY BERLIN,2008,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria alorani,Gastrointestinal tract,Faeces,missing,SRX6093479,Slovakia,Europe,Slovakia:Rozhanovce,Apodemus agrarius,Illumina MiSeq,48.754567 N 21.3766 E,21361AA-chip4_S175,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:26:00Z,1,21361AA-chip4,SRP201188,Technical replicate 2,21361AA-chip4,,
SRR9326421,AMPLICON,600,105503715,PRJNA548431,SAMN12092160,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",68287010,HUMBOLDT UNIVERSITY BERLIN,2007,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria vermiformis,Gastrointestinal tract,Faeces,missing,SRX6093477,France,Europe,France:Toulouse,Apodemus sylvaticus,Illumina MiSeq,43.556533 N 1.43545 E,AS07-104-chip4_S178,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:26:00Z,1,AS07-104-chip4,SRP201188,Technical replicate 2,AS07-104-chip4,,
SRR9326423,AMPLICON,600,173487060,PRJNA548431,SAMN12092162,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",113173339,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria alorani,Gastrointestinal tract,Faeces,missing,SRX6093475,Bulgaria,Europe,Bulgaria:Mohyla,Apodemus agrarius,Illumina MiSeq,42.699367 N 25.3331 E,B2AA2-chip4_S150,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:26:00Z,1,B2AA2-chip4,SRP201188,Technical replicate 2,B2AA2-chip4,,
SRR9326425,AMPLICON,600,42132690,PRJNA548431,SAMN12092164,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",27921579,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria alorani,Gastrointestinal tract,Faeces,missing,SRX6093473,Bulgaria,Europe,Bulgaria:Mohyla Kosmatka,Apodemus agrarius,Illumina MiSeq,42.699367 N 25.333100 E,B2AA4-chip4_S165,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:26:00Z,1,B2AA4-chip4,SRP201188,Technical replicate 2,B2AA4-chip4,,
SRR9326426,AMPLICON,600,63244048,PRJNA548431,SAMN12092163,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",41342925,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria alorani,Gastrointestinal tract,Faeces,missing,SRX6093472,Bulgaria,Europe,Bulgaria:Mohyla Kosmatka,Apodemus agrarius,Illumina MiSeq,42.699367 N 25.333100 E,B2AA4-chip3_S127,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:26:00Z,1,B2AA4-chip3,SRP201188,Technical replicate 1,B2AA4-chip3,,
SRR9326427,AMPLICON,600,47795230,PRJNA548431,SAMN12092166,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",31211425,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria alorani,Gastrointestinal tract,Faeces,missing,SRX6093471,Bulgaria,Europe,Bulgaria:Studena,Apodemus agrarius,Illumina MiSeq,43.498783 N 25.668967 E,B3AA1-chip4_S177,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:26:00Z,1,B3AA1-chip4,SRP201188,Technical replicate 2,B3AA1-chip4,,
SRR9326429,AMPLICON,600,68903187,PRJNA548431,SAMN12092168,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",45364722,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria alorani,Gastrointestinal tract,Faeces,missing,SRX6093469,Bulgaria,Europe,Bulgaria:Studena,Apodemus agrarius,Illumina MiSeq,43.498783 N 25.668967 E,B3AA3-chip4_S187,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:26:00Z,1,B3AA3-chip4,SRP201188,Technical replicate 2,B3AA3-chip4,,
SRR9326431,AMPLICON,600,13910604,PRJNA548431,SAMN12092053,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",9604569,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Negative,Gastrointestinal tract,Colon,Content,SRX6093467,Czech Republic,Europe,Czech Republic:Bohemia,Mus musculus,Illumina MiSeq,50.1419 N 13.1764 E,18-SK2701-chip1_S37,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:26:00Z,1,18-SK2701-chip1,SRP201188,Technical replicate 1,SK_2701-chip1,,
SRR9326438,AMPLICON,600,66271601,PRJNA548431,SAMN12092052,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",42632460,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Negative,Gastrointestinal tract,Colon,Content,SRX6093460,Czech Republic,Europe,Czech Republic:Bohemia,Mus musculus,Illumina MiSeq,50.08333333 N 12.42055555 E,17-SK2699-chip2_S53,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:27:00Z,1,17-SK2699-chip2,SRP201188,Technical replicate 2,SK_2699-chip2,,
SRR9326441,AMPLICON,600,22695222,PRJNA548431,SAMN12092089,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",15339340,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Negative,Gastrointestinal tract,Colon,Content,SRX6093457,Czech Republic,Europe,Czech Republic:Bohemia,Mus musculus,Illumina MiSeq,50.08333333 N 12.42055555 E,23-SK2713-chip1_S4,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:27:00Z,1,23-SK2713-chip1,SRP201188,Technical replicate 1,SK_2713-chip1,,
SRR9326442,AMPLICON,600,37781435,PRJNA548431,SAMN12092090,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",24167001,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Negative,Gastrointestinal tract,Colon,Content,SRX6093456,Czech Republic,Europe,Czech Republic:Bohemia,Mus musculus,Illumina MiSeq,50.08333333 N 12.42055555 E,23-SK2713-chip2_S83,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:27:00Z,1,23-SK2713-chip2,SRP201188,Technical replicate 2,SK_2713-chip2,,
SRR9326443,AMPLICON,600,35465765,PRJNA548431,SAMN12092133,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",23408814,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria ferrisi,Gastrointestinal tract,Colon,Content,SRX6093455,Germany,Europe,Germany:Brandenburg,Mus musculus,Illumina MiSeq,52.9789 N 13.7328 E,44-SK2911-chip1_S17,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:27:00Z,1,44-SK2911-chip1,SRP201188,Technical replicate 1,SK_2911-chip1,,
SRR9326444,AMPLICON,600,93169069,PRJNA548431,SAMN12092134,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",58858025,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria ferrisi,Gastrointestinal tract,Colon,Content,SRX6093454,Germany,Europe,Germany:Brandenburg,Mus musculus,Illumina MiSeq,52.9789 N 13.7328 E,44-SK2911-chip2_S54,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:27:00Z,1,44-SK2911-chip2,SRP201188,Technical replicate 2,SK_2911-chip2,,
SRR9326445,AMPLICON,600,48094759,PRJNA548431,SAMN12092135,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",30230281,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria ferrisi,Gastrointestinal tract,Colon,Content,SRX6093453,Germany,Europe,Germany:Brandenburg,Mus musculus,Illumina MiSeq,52.8367 N 14.1189 E,45-SK2913-chip1_S26,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:27:00Z,1,45-SK2913-chip1,SRP201188,Technical replicate 1,SK_2913-chip1,,
SRR9326446,AMPLICON,600,132751581,PRJNA548431,SAMN12092136,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",83910045,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria ferrisi,Gastrointestinal tract,Colon,Content,SRX6093452,Germany,Europe,Germany:Brandenburg,Mus musculus,Illumina MiSeq,52.8367 N 14.1189 E,45-SK2913-chip2_S52,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:27:00Z,1,45-SK2913-chip2,SRP201188,Technical replicate 2,SK_2913-chip2,,
SRR9326447,AMPLICON,599,32045453,PRJNA548431,SAMN12092129,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",20847430,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria ferrisi,Gastrointestinal tract,Colon,Content,SRX6093451,Germany,Europe,Germany:Brandenburg,Mus musculus,Illumina MiSeq,52.733898 N 13.666418 E,42-SK2831-chip1_S1,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:27:00Z,1,42-SK2831-chip1,SRP201188,Technical replicate 1,SK_2831-chip1,,
SRR9326448,AMPLICON,600,25618649,PRJNA548431,SAMN12092130,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",16748907,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria ferrisi,Gastrointestinal tract,Colon,Content,SRX6093450,Germany,Europe,Germany:Brandenburg,Mus musculus,Illumina MiSeq,52.733898 N 13.666418 E,42-SK2831-chip2_S76,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:27:00Z,1,42-SK2831-chip2,SRP201188,Technical replicate 2,SK_2831-chip2,,
SRR9326450,AMPLICON,600,74999241,PRJNA548431,SAMN12092132,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",47684446,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria ferrisi,Gastrointestinal tract,Colon,Content,SRX6093448,Germany,Europe,Germany:Brandenburg,Mus musculus,Illumina MiSeq,52.733898 N 13.666418 E,43-SK2848-chip2_S50,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:27:00Z,1,43-SK2848-chip2,SRP201188,Technical replicate 2,SK_2848-chip2,,
SRR9326452,AMPLICON,600,93083621,PRJNA548431,SAMN12092138,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",60807433,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria apionodes,Gastrointestinal tract,Faeces,missing,SRX6093446,France,Europe,France:Douchy,Apodemus flavicollis,Illumina MiSeq,47.94775 N 3.032833 E,45FR-chip4_S176,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:27:00Z,1,45FR-chip4,SRP201188,Technical replicate 2,45FR-chip4,,
SRR9326457,AMPLICON,600,99363486,PRJNA548431,SAMN12092084,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",63330992,HUMBOLDT UNIVERSITY BERLIN,2011,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria kaunensis,Gastrointestinal tract,Faeces,missing,SRX6093441,Slovakia,Europe,Slovakia:Hlboka,Apodemus flavicollis,Illumina MiSeq,48.7253 N 21.11095 E,22027AF-chip4_S161,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:27:00Z,1,22027AF-chip4,SRP201188,Technical replicate 2,22027AF-chip4,,
SRR9326459,AMPLICON,600,54950952,PRJNA548431,SAMN12092086,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",34849038,HUMBOLDT UNIVERSITY BERLIN,2011,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria alorani,Gastrointestinal tract,Faeces,missing,SRX6093439,Slovakia,Europe,Slovakia:Kosice,Apodemus agrarius,Illumina MiSeq,48.737150 N 21.234617 E,22072AA-chip4_S159,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:27:00Z,1,22072AA-chip4,SRP201188,Technical replicate 2,22072AA-chip4,,
SRR9326461,AMPLICON,600,59305322,PRJNA548431,SAMN12092088,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",38745980,HUMBOLDT UNIVERSITY BERLIN,2011,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria alorani,Gastrointestinal tract,Faeces,missing,SRX6093437,Slovakia,Europe,Slovakia:Nizne Kapustniky,Apodemus agrarius,Illumina MiSeq,48.690517 N 21.272683 E,22088AA-chip4_S188,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:27:00Z,1,22088AA-chip4,SRP201188,Technical replicate 2,22088AA-chip4,,
SRR9326465,AMPLICON,600,43747954,PRJNA548431,SAMN12092025,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",28292316,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Negative,Gastrointestinal tract,Colon,Content,SRX6093433,Czech Republic,Europe,Czech Republic:Bohemia,Mus musculus,Illumina MiSeq,50.1569 N 12.1033 E,09-SK2677-chip1_S38,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:27:00Z,1,09-SK2677-chip1,SRP201188,Technical replicate 1,SK_2677-chip1,,
